Days,cases,Albania,Algeria,Andorra,Angola ,Angulia,Antigua,Argentina,Armenia,Aruba,Australia,Austria,Azerbajian,Bahamas,Bahrain,India,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,17301803,5276,30394,925,1109,3,91,185360,38841,121,16905,21098,31878,574,36710,36710,30394,925,1109,3,91,185360,38841,121,16905,21098,31878,574,36710,5276,30394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,17580703,5396,30050,925,1114,3,91,191289,30050,121,17282,21224,32157,509,36710,36710,30050,925,1114,3,91,191289,30050,121,17282,21224,32157,509,36710,5396,30050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,17848021,5519,31465,925,1148,3,91,196530,39102,122,17923,21309,32443,648,36710,36710,31465,925,1148,3,91,196530,39102,122,17923,21309,32443,648,36710,5519,31465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,18071725,5620,31972,937,1164,3,92,201906,39102,124,18318,21341,32684,719,36747,36747,31972,937,1164,3,92,201906,39102,124,18318,21341,32684,719,36747,5620,31972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,18276292,5750,32504,939,1164,3,92,206730,39298,132,18729,21472,32910,715,36829,36829,32504,939,1164,3,92,206730,39298,132,18729,21472,32910,715,36829,5750,32504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,18532290,5889,33055,939,1344,3,92,213522,39586,171,19444,21575,33103,751,36896,36896,33055,939,1344,3,92,213522,39586,171,19444,21575,33103,751,36896,5889,33055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,18808913,6016,33626,944,1395,3,92,220069,39819,263,19882,21689,33247,761,36937,36937,33626,944,1395,3,92,220069,39819,263,19882,21689,33247,761,36937,6016,33626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,19095075,6151,34155,955,1483,3,92,228182,39885,396,20272,21819,33376,830,37015,37015,34155,955,1483,3,92,228182,39885,396,20272,21819,33376,830,37015,6151,34155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,19371087,6275,34693,956,1483,3,92,235664,40185,509,20698,21935,33481,878,37054,37054,34693,956,1483,3,92,235664,40185,509,20698,21935,33481,878,37054,6275,34693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,19639204,6411,35214,956,1572,3,92,241798,40410,563,21084,22011,33568,898,37054,37054,35214,956,1572,3,92,241798,40410,563,21084,22011,33568,898,37054,6411,35214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,19868624,6536,35712,963,1672,3,82,246486,40433,630,21397,22122,33647,945,37054,37054,35712,963,1672,3,82,246486,40433,630,21397,22122,33647,945,37054,6536,35712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,20088954,6676,36204,963,1679,3,92,253855,40593,717,21713,22260,33731,986,37269,37269,36204,963,1679,3,92,253855,40593,717,21713,22260,33731,986,37269,6676,36204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,20350005,6817,36699,977,1735,3,92,260898,40794,798,22127,22501,33824,1036,37345,37345,36699,977,1735,3,92,260898,40794,798,22127,22501,33824,1036,37345,6817,36699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,20638989,6971,37187,961,1762,3,93,268561,41023,894,22358,22730,33915,1000,37424,37424,37187,961,1762,3,93,268561,41023,894,22358,22730,33915,1000,37424,6971,37187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,20925874,7117,37664,989,1815,3,93,276050,41299,973,22743,22951,34018,1119,37431,37431,37664,989,1815,3,93,276050,41299,973,22743,22951,34018,1119,37431,7117,37664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,21215137,7260,38133,989,1852,3,93,282424,41495,1048,23035,23211,34107,1252,37551,37551,38133,989,1852,3,93,282424,41495,1048,23035,23211,34107,1252,37551,7260,38133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,21474437,7300,38583,989,1879,3,93,289087,41063,1102,23288,23373,34219,1315,37596,37596,38583,989,1879,3,93,289087,41063,1102,23288,23373,34219,1315,37596,7300,38583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,21706551,7499,39025,1005,1906,3,93,294556,41701,1121,23590,23717,34343,1329,37509,37509,39025,1005,1906,3,93,294556,41701,1121,23590,23717,34343,1329,37509,7499,39025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,21901632,7654,39444,1005,1966,3,93,299113,41846,1121,23773,23875,34474,1424,37588,37588,39444,1005,1966,3,93,299113,41846,1121,23773,23875,34474,1424,37588,7654,39444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,22151281,7971,40236,1098,1979,3,93,303121,41912,1121,23987,23976,34621,1762,37599,37599,40236,1098,1979,3,93,303121,41912,1121,23987,23976,34621,1762,37599,7971,40236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,22400930,36263,1269,25198,9796,106,10,18,3.5,69.49,5.04,35526,737,36263,1269,25198,9796,106,10,18,3.5,69.49,5.04,35526,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,22650579,4880,144,2745,1991,117,6,63,2.95,56.25,5.25,4171,709,4880,144,2745,1991,117,6,63,2.95,56.25,5.25,4171,709,,4548,43,2905,1600,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4548,43,2905,1600,104,2,111,0.95,63.87,1.48,3748,800
236,22900228,27973,1163,18837,7973,616,8,749,4.16,67.34,6.17,23691,4282,27973,1163,18837,7973,616,8,749,4.16,67.34,6.17,23691,4282,,389717,18418,272547,98752,13756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389717,18418,272547,98752,13756,575,4697,4.73,69.93,6.76,357681,32036
237,23149877,907,52,803,52,10,0,0,5.73,88.53,6.48,884,23,907,52,803,52,10,0,0,5.73,88.53,6.48,884,23,,82040,1945,26446,53649,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82040,1945,26446,53649,1592,13,336,2.37,32.24,7.35,68898,13142
238,23399526,950,41,242,667,18,1,0,4.32,25.47,16.94,749,201,950,41,242,667,18,1,0,4.32,25.47,16.94,749,201,,43402,1676,32856,8870,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43402,1676,32856,8870,337,5,103,3.86,75.7,5.1,40383,3019
239,23649175,86,3,65,18,4,0,5,3.49,75.58,4.62,76,10,86,3,65,18,4,0,5,3.49,75.58,4.62,76,10,,50299,1719,35375,13205,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50299,1719,35375,13205,135,2,158,3.42,70.33,4.86,48771,1528
240,23898824,167416,3059,72575,91782,4890,120,2057,1.83,43.35,4.21,130774,36642,167416,3059,72575,91782,4890,120,2057,1.83,43.35,4.21,130774,36642,,109597,165,106328,3104,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109597,165,106328,3104,292,0,304,0.15,97.02,0.16,107037,2560
241,24148473,37390,711,26665,10014,73,6,187,1.9,71.32,2.67,34981,2409,37390,711,26665,10014,73,6,187,1.9,71.32,2.67,34981,2409,,45902,2206,25794,17902,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45902,2206,25794,17902,1104,19,151,4.81,56.19,8.55,38139,7763
242,24398122,15303,167,9311,5825,368,6,137,1.09,60.84,1.79,12428,2875,15303,167,9311,5825,368,6,137,1.09,60.84,1.79,12428,2875,,816680,13334,602249,201097,5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816680,13334,602249,201097,5607,85,3077,1.63,73.74,2.21,776212,40468
243,24647771,20558,713,18246,1599,86,1,37,3.47,88.75,3.91,19743,815,20558,713,18246,1599,86,1,37,3.47,88.75,3.91,19743,815,,1879,5,975,899,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879,5,975,899,58,0,57,0.27,51.89,0.51,1629,250
244,24897420,30446,423,23242,6781,396,6,558,1.39,76.34,1.82,27890,2556,30446,423,23242,6781,396,6,558,1.39,76.34,1.82,27890,2556,,17,0,15,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,15,2,0,0,0,0,88.24,0,17,0
245,25147069,382,11,91,280,40,0,0,2.88,23.82,12.09,174,208,382,11,91,280,40,0,0,2.88,23.82,12.09,174,208,,24,0,22,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,22,2,0,0,0,0,91.67,0,23,1
246,25396718,39482,141,36110,3231,351,1,421,0.36,91.46,0.39,36936,2546,39482,141,36110,3231,351,1,421,0.36,91.46,0.39,36936,2546,,52,0,39,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,39,13,0,0,0,0,75,0,50,2
247,25646367,226225,2965,125683,97577,2772,37,1801,1.31,55.56,2.36,207453,18772,226225,2965,125683,97577,2772,37,1801,1.31,55.56,2.36,207453,18772,,699,42,657,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,42,657,0,0,0,0,6.01,93.99,6.39,699,0
248,25896016,110,7,94,9,0,0,0,6.36,85.45,7.45,106,4,110,7,94,9,0,0,0,6.36,85.45,7.45,106,4,,865,14,734,117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,14,734,117,2,0,38,1.62,84.86,1.91,746,119
249,26145665,67251,538,60492,6221,119,4,67,0.8,89.95,0.89,66213,1038,67251,538,60492,6221,119,4,67,0.8,89.95,0.89,66213,1038,,268934,2760,222936,43238,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268934,2760,222936,43238,1993,27,2613,1.03,82.9,1.24,253349,15585
250,26395314,66428,9822,17452,39154,402,1,14,14.79,26.27,56.28,64094,2334,66428,9822,17452,39154,402,1,14,14.79,26.27,56.28,64094,2334,,9764,194,6477,3093,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9764,194,6477,3093,83,3,68,1.99,66.34,3,8948,816
251,26644963,48,2,26,20,0,0,0,4.17,54.17,7.69,40,8,48,2,26,20,0,0,0,4.17,54.17,7.69,40,8,,24141,543,0,23598,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24141,543,0,23598,411,9,0,2.25,0,inf,21253,2888
252,26894612,1770,35,1036,699,0,0,0,1.98,58.53,3.38,1602,168,1770,35,1036,699,0,0,0,1.98,58.53,3.38,1602,168,,114,0,39,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,39,75,0,0,0,0,34.21,0,108,6
253,27144261,99,0,86,13,4,0,1,0,86.87,0,90,9,99,0,86,13,4,0,1,0,86.87,0,90,9,,1783,66,1317,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783,66,1317,400,0,0,4,3.7,73.86,5.01,1711,72
254,27393910,71181,2647,21478,47056,1752,64,309,3.72,30.17,12.32,60991,10190,71181,2647,21478,47056,1752,64,309,3.72,30.17,12.32,60991,10190,,50838,27,45692,5119,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50838,27,45692,5119,469,0,171,0.05,89.88,0.06,48035,2803
255,27643559,10498,294,4930,5274,731,14,375,2.8,46.96,5.96,8479,2019,10498,294,4930,5274,731,14,375,2.8,46.96,5.96,8479,2019,,2181,28,1616,537,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,28,1616,537,2,0,39,1.28,74.09,1.73,1980,201
256,27893208,739,2,63,674,53,1,11,0.27,8.53,3.17,522,217,739,2,63,674,53,1,11,0.27,8.53,3.17,522,217,,2087,116,1733,238,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087,116,1733,238,5,0,55,5.56,83.04,6.69,1953,134
257,28142857,2442375,87618,1846641,508116,23284,614,33728,3.59,75.61,4.74,2118646,323729,2442375,87618,1846641,508116,23284,614,33728,3.59,75.61,4.74,2118646,323729,,3196,93,1543,1560,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,93,1543,1560,18,0,22,2.91,48.28,6.03,3130,66
258,28392506,141,3,138,0,0,0,0,2.13,97.87,2.17,141,0,141,3,138,0,0,0,0,2.13,97.87,2.17,141,0,,452529,7067,274925,170537,7096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452529,7067,274925,170537,7096,298,9848,1.56,60.75,2.57,373628,78901
259,28642155,10621,347,5585,4689,194,7,230,3.27,52.58,6.21,8929,1692,10621,347,5585,4689,194,7,230,3.27,52.58,6.21,8929,1692,,14203,300,13007,896,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14203,300,13007,896,28,1,102,2.11,91.58,2.31,13816,387
260,28891804,1100,53,926,121,14,0,6,4.82,84.18,5.72,1065,35,1100,53,926,121,14,0,6,4.82,84.18,5.72,1065,35,,2305,46,1175,1084,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305,46,1175,1084,43,1,0,2,50.98,3.91,2211,94
261,29141453,350,6,292,52,0,0,2,1.71,83.43,2.05,341,9,350,6,292,52,0,0,2,1.71,83.43,2.05,341,9,,272421,28432,150376,93613,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272421,28432,150376,93613,0,0,0,10.44,55.2,18.91,264836,7585
